x, y dims for both T and DP
          14        2154
min interval, smoothing pts, hour avg interval
       3      21       1
 
Temperature Standard Deviations
    year   month     day    hour       1       2       3       4       5       6       7       8       9      10
      13       7      26      16    0.22    0.29    0.24    0.22    0.16    0.20    0.19    0.27    0.09    0.15
      13       7      26      17    0.28    0.15    0.29    0.17    0.28    0.17    0.41    0.22    0.15    0.23
      13       7      26      18    0.10    0.12    0.17    0.11    0.15    0.16    0.30    0.17    0.11    0.14
      13       7      26      19    0.11    0.12    0.21    0.15    0.18    0.09    0.30    0.16    0.05    0.13
      13       7      26      20    0.12    0.08    0.24    0.06    0.11    0.08    0.14    0.06    0.05    0.05
      13       7      26      21    0.06    0.05    0.09    0.07    0.11    0.05    0.10    0.02    0.04    0.04
      13       7      26      22    0.16    0.05    0.33    0.20    0.18    0.14    0.26    0.06    0.09    0.08
      13       7      26      23    0.08    0.08    0.09    0.09    0.17    0.12    0.07    0.10    0.03    0.07
      13       7      27       0    0.05    0.05    0.16    0.08    0.15    0.13    0.08    0.07    0.04    0.06
      13       7      27       1    0.09    0.05    0.18    0.12    0.18    0.12    0.07    0.09    0.05    0.08
      13       7      27       2    0.06    0.04    0.16    0.14    0.14    0.09    0.05    0.07    0.02    0.06
      13       7      27       3    0.09    0.07    0.17    0.07    0.10    0.12    0.05    0.05    0.02    0.09
      13       7      27       4    0.04    0.06    0.18    0.06    0.09    0.10    0.06    0.05    0.02    0.06
      13       7      27       5    0.06    0.05    0.07    0.08    0.08    0.07    0.04    0.02    0.03    0.04
      13       7      27       6    0.11    0.05    0.47    0.04    0.07    0.08    0.05    0.02    0.01    0.03
      13       7      27       7    0.07    0.07    0.28    0.04    0.05    0.06    0.05    0.16    0.02    0.04
      13       7      27       8    0.04    0.10    0.10    0.12    0.19    0.15    0.06    0.10    0.12    0.19
      13       7      27       9    0.08    0.11    0.19    0.19    0.35    0.06    0.30    0.09    0.14    0.19
      13       7      27      10    0.10    0.16    0.25    0.20    0.54    0.23    0.33    0.17    0.22    0.21
      13       7      27      11    0.25    0.30    0.41    0.20    0.36    0.33    0.11    0.19    0.29    0.16
      13       7      27      12    0.22    0.34    0.32    0.22    0.32    0.23    0.20    0.15    0.22    0.23
      13       7      27      13    0.21    0.24    0.21    0.20    0.20    0.20    0.24    0.09    0.27    0.41
      13       7      27      14    0.15    0.25    0.32    0.22    0.30    0.19    0.26    0.25    0.25    0.27
      13       7      27      15    0.12    0.18    0.31    0.10    0.24    0.13    0.18    0.18    0.09    0.26
      13       7      27      16    0.14    0.20    0.23    0.15    0.17    0.12    0.19    0.19    0.10    0.15
      13       7      27      17    0.14    0.12    0.21    0.12    0.20    0.07    0.18    0.17    0.15    0.15
      13       7      27      18    0.16    0.12    0.30    0.08    0.21    0.07    0.17    0.10    0.13    0.17
      13       7      27      19    0.13    0.12    0.31    0.07    0.21    0.09    0.07    0.05    0.11    0.17
      13       7      27      20    0.08    0.12    0.18    0.09    0.15    0.10    0.10    0.10    0.06    0.16
      13       7      27      21    0.06    0.11    0.25    0.07    0.09    0.07    0.07    0.05    0.04    0.06
      13       7      27      22    0.07    0.09    0.17    0.10    0.09    0.15    0.06    0.09    0.05    0.11
      13       7      27      23    0.07    0.10    0.23    0.09    0.14    0.11    0.35    0.06    0.05    0.10
      13       7      28       0    0.06    0.08    0.10    0.13    0.13    0.09    0.19    0.06    0.03    0.05
      13       7      28       1    0.09    0.06    0.17    0.15    0.13    0.08    0.20    0.05    0.03    0.07
      13       7      28       2    0.05    0.04    0.05    0.13    0.20    0.09    0.16    0.09    0.03    0.08
      13       7      28       3    0.03    0.05    0.10    0.06    0.14    0.08    0.21    0.06    0.03    0.07
      13       7      28       4    0.04    0.08    0.08    0.07    0.08    0.13    0.31    0.04    0.03    0.03
      13       7      28       5    0.03    0.05    0.13    0.10    0.15    0.10    0.38    0.07    0.03    0.06
      13       7      28       6    0.05    0.06    0.06    0.04    0.07    0.07    0.22    0.05    0.03    0.07
      13       7      28       7    0.04    0.03    0.05    0.10    0.08    0.07    0.06    0.03    0.04    0.04
      13       7      28       8    0.08    0.05    0.13    0.07    0.13    0.09    0.16    0.11    0.21    0.16
      13       7      28       9    0.09    0.05    0.16    0.09    0.09    0.12    0.14    0.14    0.13    0.11
      13       7      28      10    0.11    0.05    0.05    0.10    0.11    0.08    0.18    0.21    0.10    0.11
      13       7      28      11    0.11    0.19    0.13    0.09    0.14    0.11    0.17    0.18    0.15    0.09
      13       7      28      12    0.16    0.08    0.13    0.14    0.15    0.16    0.17    0.15    0.09    0.07
      13       7      28      13    0.14    0.09    0.10    0.08    0.20    0.12    0.08    0.12    0.06    0.15
      13       7      28      14    0.14    0.12    0.06    0.11    0.16    0.18    0.08    0.10    0.08    0.10
      13       7      28      15    0.14    0.15    0.17    0.12    0.17    0.07    0.14    0.14    0.12    0.13
      13       7      28      16    0.15    0.20    0.20    0.14    0.25    0.16    0.17    0.19    0.20    0.18
      13       7      28      17    0.15    0.15    0.24    0.07    0.15    0.07    0.11    0.18    0.23    0.18
      13       7      28      18    0.07    0.08    0.24    0.10    0.20    0.10    0.09    0.07    0.07    0.13
      13       7      28      19    0.08    0.10    0.30    0.08    0.14    0.11    0.17    0.08    0.04    0.17
      13       7      28      20    0.08    0.09    0.06    0.06    0.18    0.09    0.12    0.10    0.07    0.10
      13       7      28      21    0.03    0.05    0.10    0.07    0.10    0.09    0.05    0.04    0.02    0.04
      13       7      28      22    0.03    0.03    0.09    0.03    0.08    0.05    0.05    0.06    0.03    0.05
      13       7      28      23    0.07    0.06    0.06    0.07    0.05    0.13    0.08    0.05    0.04    0.08
      13       7      29       0    0.07    0.05    0.08    0.10    0.12    0.12    0.28    0.15    0.07    0.12
      13       7      29       1    0.08    0.04    0.08    0.04    0.09    0.05    0.10    0.09    0.04    0.04
      13       7      29       2    0.08    0.03    0.05    0.04    0.06    0.10    0.19    0.05    0.02    0.05
      13       7      29       3    0.07    0.04    0.13    0.05    0.03    0.08    0.11    0.05    0.05    0.04
      13       7      29       4    0.04    0.04    0.13    0.07    0.04    0.03    0.20    0.04    0.05    0.05
      13       7      29       5    0.08    0.06    0.15    0.05    0.13    0.06    0.07    0.04    0.03    0.11
      13       7      29       6    0.04    0.06    0.12    0.08    0.06    0.03    0.04    0.07    0.02    0.09
      13       7      29       7    0.14    0.10    0.11    0.27    0.10    0.10    0.19    0.36    0.08    0.11
      13       7      29       8    0.16    0.12    0.11    0.21    0.10    0.11    0.31    0.25    0.13    0.24
      13       7      29       9    0.17    0.05    0.29    0.30    0.27    0.20    0.40    0.08    0.11    0.25
      13       7      29      10    0.25    0.29    0.31    0.22    0.30    0.11    0.33    0.08    0.33    0.19
      13       7      29      11    0.43    0.28    0.19    0.19    0.19    0.23    0.17    0.15    0.29    0.26
      13       7      29      12    0.34    0.17    0.30    0.31    0.16    0.31    0.22    0.16    0.26    0.35
      13       7      29      13    0.36    0.28    0.46    0.17    0.25    0.19    0.31    0.15    0.23    0.18
      13       7      29      14    0.41    0.27    0.54    0.20    0.33    0.23    0.24    0.19    0.26    0.18
      13       7      29      15    0.17    0.20    0.24    0.14    0.27    0.21    0.17    0.25    0.19    0.22
      13       7      29      16    0.20    0.18    0.22    0.14    0.26    0.40    0.26    0.12    0.14    0.24
      13       7      29      17    0.22    0.17    0.24    0.15    0.25    0.25    0.19    0.08    0.09    0.17
      13       7      29      18    0.16    0.11    0.18    0.12    0.12    0.20    0.12    0.08    0.06    0.16
      13       7      29      19    0.28    0.08    0.13    0.06    0.15    0.15    0.20    0.06    0.05    0.11
      13       7      29      20    0.12    0.09    0.09    0.08    0.10    0.07    0.22    0.04    0.03    0.06
      13       7      29      21    0.08    0.04    0.10    0.10    0.06    0.07    0.13    0.03    0.03    0.06
      13       7      29      22    0.06    0.07    0.11    0.09    0.11    0.06    0.08    0.02    0.04    0.07
      13       7      29      23    0.06    0.06    0.11    0.04    0.07    0.04    0.08    0.02    0.04    0.05
      13       7      30       0    0.03    0.06    0.06    0.05    0.03    0.06    0.48    0.02    0.02    0.05
      13       7      30       1    0.05    0.04    0.12    0.04    0.04    0.06    0.19    0.01    0.02    0.03
      13       7      30       2    0.05    0.08    0.09    0.08    0.05    0.04    0.25    0.04    0.03    0.08
      13       7      30       3    0.06    0.07    0.12    0.11    0.04    0.06    0.07    0.03    0.04    0.09
      13       7      30       4    0.07    0.07    0.11    0.06    0.04    0.09    0.27    0.02    0.03    0.07
      13       7      30       5    0.09    0.05    0.06    0.05    0.07    0.06    0.10    0.03    0.03    0.08
      13       7      30       6    0.12    0.08    0.08    0.09    0.05    0.08    0.13    0.04    0.03    0.03
      13       7      30       7    0.18    0.08    0.14    0.11    0.09    0.07    0.27    0.19    0.05    0.17
      13       7      30       8    0.09    0.07    0.11    0.26    0.18    0.14    0.19    0.07    0.14    0.17
      13       7      30       9    0.16    0.11    0.17    0.19    0.25    0.28    0.35    0.07    0.22    0.19
      13       7      30      10    0.26    0.15    0.18    0.18    0.19    0.18    0.39    0.10    0.17    0.24
      13       7      30      11    0.33    0.39    0.27    0.22    0.31    0.21    0.13    0.14    0.26    0.24
      13       7      30      12    0.28    0.30    0.30    0.22    0.15    0.26    0.21    0.11    0.20    0.23
      13       7      30      13    0.30    0.35    0.28    0.30    0.25    0.22    0.24    0.17    0.30    0.16
      13       7      30      14    0.30    0.31    0.22    0.25    0.32    0.24    0.35    0.18    0.37    0.17
      13       7      30      15    0.29    0.35    0.36    0.15    0.13    0.21    0.38    0.19    0.18    0.20
      13       7      30      16    0.21    0.27    0.16    0.26    0.22    0.17    0.27    0.11    0.16    0.10
      13       7      30      17    0.30    0.23    0.18    0.09    0.11    0.11    0.24    0.21    0.13    0.09
      13       7      30      18    0.24    0.26    0.18    0.16    0.09    0.12    0.31    0.17    0.13    0.17
      13       7      30      19    0.11    0.15    0.14    0.07    0.05    0.13    0.37    0.06    0.06    0.08
      13       7      30      20    0.11    0.07    0.14    0.06    0.06    0.09    0.56    0.06    0.04    0.07
      13       7      30      21    0.11    0.09    0.09    0.05    0.03    0.08    0.15    0.03    0.03    0.08
      13       7      30      22    0.09    0.09    0.20    0.05    0.04    0.07    0.19    0.03    0.02    0.07
      13       7      30      23    0.07    0.07    0.10    0.07    0.08    0.06    0.07    0.02    0.02    0.04
      13       7      31       0    0.06    0.08    0.13    0.07    0.03    0.09    0.09    0.03    0.02    0.05
      13       7      31       1    0.04    0.06    0.12    0.07    0.03    0.10    0.14    0.04    0.02    0.11
      13       7      31       2    0.08    0.07    0.09    0.04    0.04    0.06    0.23    0.02    0.02    0.05
      13       7      31       3    0.05    0.04    0.15    0.05    0.03    0.04    0.15    0.04    0.03    0.06
      13       7      31       4    0.09    0.04    0.13    0.04    0.05    0.04    0.09    0.03    0.03    0.07
      13       7      31       5    0.05    0.11    0.14    0.04    0.06    0.08    0.07    0.06    0.04    0.04
      13       7      31       6    0.14    0.13    0.13    0.08    0.09    0.13    0.13    0.08    0.05    0.05
      13       7      31       7    0.10    0.06    0.11    0.12    0.08    0.06    0.20    0.06    0.04    0.07
      13       7      31       8    0.15    0.06    0.13    0.13    0.19    0.14    0.14    0.07    0.30    0.16
      13       7      31       9    0.16    0.11    0.14    0.11    0.15    0.17    0.27    0.10    0.13    0.18
      13       7      31      10    0.24    0.20    0.20    0.29    0.19    0.17    0.39    0.16    0.21    0.23
      13       7      31      11    0.21    0.22    0.28    0.21    0.45    0.21    0.15    0.20    0.18    0.18
